Text;nbcaracteres;label
Table no.1 Pretest pressure from run 2A. 1201 1202 1207 1209 1216.5 1221 1224 1230.5 1296.5 1298 1306.5 1651 1653 1655 1660 1670.2 1679 2273.3 2281 2286.5 2286 2295 2295 2298.4 2300.7 2404 2404.5 HYD. PRESSURE PSIA / g/cc 2150.5/1.26 2154.0/1.26 2161.6/1.26 2162.5/1.26 2177.5/1.26 2185.2/1.26 2190.6/1.26 2202.2/1.26 2317.9/1.26 2320.7/1.26 2336.1/1.26 2948.6/1.26 2952.2/1.26 2956.4/1.26 2965.1/1.26 2983.3/1.26 2998.4/1.26 4054.6/1.25 4061.6/1.25 4071.2/1.25 4069.5/1.25 4085.7/1.25 4085.5/1.25 4091.4/1.25 4094.7/1.25 4278.3/1.25 4279.5/1.25 To be continued. FORM. PRESSURE PSIA / g/cc 1859.6/1.090 1864.6/1.091 1869.4/1.091 1872.1/1.090 1885.0/1.090 1892.0/1.091 1895.7/1.091 1908.5/1.092 2016.2/1.095 2019.4/1.095 2033.0/1.096 2590.7/1.105 2594.3/1.105 2597.7/1.105 2604.9/1.105 2622.0/1.105 2636.4/1.106 3768.4/1.17 4221.6/1.24 COMMENTS PERMEAB. EXCELLENT vV.GOOD GOOD-FAIR GOOD EXCELLENT GOOD GOOD V.GOOD V.GOOD vV.GOOD GOOD-FAIR V.GOOD V.GOOD V.GOOD V.GD-GD FAIR GOOD SUPERCH. TIGHT 4221.6/1.24 FAILURE TIGHT SUPERCH. ;1027;1
(= { HYDRO RFT RESULTS — SAMPLE WELL: 25/1-9 RUN NO/ DEPTH THP FP FHP TEST NO. mRKB-MD PSIA PSIA PSIA REMARKS 2052.0 3254.3 2573.0 4354.9 Very good perm. 2053.5 3258.1 2574.1 3257.9 " 2056.5 3262.7 2577.5 3263.0 4 2059.0 3266.8 2586.4 3266.9 Fair Perm. 2062.0 3271.6 2588.2 3271.5 Very Good Perm. 2066.5 3278.5 2594.2 3278.6 " 2072.0 3287.3 2602.3 3287.2 " 2100.5 3331.5 2648.3 3331.5 a 2116.0 3355.8 2679.4 3355.8 2135.0 3385.7 2708.2 3386.0 2250.0 3567.4 2894.3 3568.9 " 2275.0 3608.2 2930.7 3608.5 n 2520.0 4195.3 3383.2 3994.3 Good Perm. 2647.0 - 4195.3 3676.8 4195.1 Very Good Perm. 2698.5 4274.7 3748.9 4274.9 Good Perm. 2736.0 4334.5 3802.7 4334.4 " 1A/1 uo oO ND OTOURUlUWwLULUDN Fe FP Be Be Be ee an WwW F&F Ww NH F O&O . 2053.5 2056.5 2059.0 2062.0 2066.5 2072.0 2100.5 2116.0 2135.0 2250.0 2275.0 2520.0 2647.0 2698.5 2736.0 3254.3 3258.1 3262.7 3266.8 3271.6 3278.5 3287.3 3331.5 3355.8 3385.7 3567.4 3608.2 4195.3 * 4195.3 4274.7 4334.5 2574.1 2577.5 2586.4 2588.2 2594.2 2602.3 2648.3 2679.4 2708.2 2894.3 2930.7 3383.2 3676.8 3748.9 3802.7 4354.9 3257.9 3263.0 3266.9 3271.5 3278.6 3287.2 3331.5 3355.8 3386.0 3568.9 3608.5 3994.3 4195.1 4274.9 4334.4 Very good perm. Fair Perm. Very Good Perm. " " n " Good Perm. Very Good Perm. Good Perm. " Good Perm. Very Good Perm. Good Perm. " Fair Perm. Very Good Perm. n Oo tT THOOOOUUEN DWOOlUCUNCUCOUOCUCUCrLlCUCUNUCUCOMCUtTCUMNNCUOOO =a Ss fF Ft Ft BF 14/1 ;1416;1
Tool/Test Type: RCI Well Name: wines: Engineer: Test Start Date RT! [30/12/2014 23:15 a Last cirulated at : Run Number: Quartz Gauge ID:}Run 3: 215182 Run 4: 189405 {J ProbelPacker Type | Metres Temperature Units: Celsius FORMATION DEPTH DEPTH QUARTZ GAUGE TEST RESULTS INTERPRETATION TEST TYPE RT SUBSEA FileNo | HYDRO INITIAL FINAL FORM HYDRO TEMP DID TYPE | TEST RATE TYPE | DEPL MD BEFORE | DRAWDOWN| BUILD UP PRESS AFTER MoB DID TIME | CHANGE | BUILD sc Metres Metres PSIA PSIA PSIA PSIA PSIA Deg C MDICP mins PSI/MIN up RUN 3: RCI-GR Correlation 1 5 1 Patchawarra. 2460.2 -2422.7 6 3968.7 3033.7 3534.3 3534.3 3968.7 111.5 9.6 Normal 10.0 <0.2 Rapid VALID. 2 Patchawarra 2469.8 -2432.3 7 3985.2 2983.0 3985.0 112.4 Limited 22.0 V Slow CURTAILED 3 Patchawarra 2469.5 -2432.0 8 3986.7 3411.2 3545.0 3545.0 3985.8 113.4 41.1 Normal 8.0 <0.2 Rapid VALID 4 Patchawarra 2479.5 -2442.0 9 4003.0 2255.2 3563.0 3563.0 4002.4 114.2 25 Normal 24.0 <0.2 Slow VALID. 5 Patchawarra 2487.6 -2450.0 10 4017.1 3245.1 3569.8 3569.8 4016.2 114.6 18.7 Normal 7.0 <0.2 Rapid VALID 6 Patchawarra. 2490.2 -2452.7 42 4022.0 2536.1 3574.6 3574.6 4021.9 115.4 3.0 Normal 30.0 <0.2 V. Slow VALID 7 Patchawarra 2491.1 -2453.6 12 4020.4 2699.2 3575.3 3575.3 4021.1 115.7 5.4 Limited 23.0 <0.2 V. Slow VALID. 8 Patchawarra 2491.4 -2453.9 13 4022.9 2400.1 3575.0 3575.0 4022.2 115.9 3.3 Normal 19.0 <0.2 Slow VALID. 9 Patchawarra. 2493.8 -2456.3 14 4023.7 2354.3 3575.0 3575.0 4023.5 116.1 3.0 Normal 9.0 <0.2 Fast VALID 10 Patchawarra 2494.2 -2456.7 15 4024.3 2287.3 3575.2 3575.2 4024.0 116.4 3.1 Normal 11.0 <0.2 Fast VALID RCI tools stuck at 2494.2m, cut and thread performed - tools recovered RUN 4: RCI-GR Correlation 2 27 11 Patchawarra 2679.0 -2641.5 28 4124.9 3825.9 3860.2 3860.2 4123.9 119.2 135.4 Normal 6.0 <0.2 Fast VALID 12 Patchawarra 2680.0 -2642.5 29 4125.6 3804.9 3860.5 3860.5 4124.9 120.7 92.8 Normal 45 <0.2 Fast VALID 13 Patchawarra. 2681.0 -2643.5 30 4126.8 3819.7 3861.8 3861.8 4125.7 121.2 155.1 Normal 4.0 <0.2 Fast VALID. 14 Patchawarra 2682.0 -2644.5 31 4127.9 1267.9 1335.3 4126.8 121.5 Normal 8.0 10.0 V. Slow [CURTAILED 15 Patchawarra 2681.7 -2644.2 32 4127.1 3831.7 3862.5 3862.5 4126.3 122.1 181.6 Normal 45 <0.2 Fast VALID 16 Patchawarra 2690.0 -2652.5 33 4139.4 972.5 3906.0 4138.8 122.4 Normal 15.0 39.0 Slow sc |SUPERCHAR, 17 Patchawarra 2690.2 -2652.7 34 4140.0 1088.3 3563.0 4139.5 123.0 Normal 15.0 70.0 Slow CURTAILED 18 Patchawarra 2691.0 -2653.5 35 4141.7 2721.0 4029.0 4141.1 123.5 Normal 10.0 27.0 Slow sc ISUPERCHAR 19 Patchawarra 2691.2 -2653.7 36 4142.2 2258.7 4023.3 4141.5 123.7 Normal 10.0 32.0 Slow sc |SUPERCHAR, 20 Patchawarra 2681.0 -2643.5 37 4127.1 3801.7 3861.8 3861.8 4126.5 123.9 118.1 Normal 310.0 <0.2 Fast VALID Correlation 3 38 21 Patchawarra 2583.0 -2545.5 39 3979.6 3675.7 3712.8 3712.8 3979.3 122.0 139.7 Normal 5.0 <0.2 Fast VALID. Correlation 4 40 22 Patchawarra 2606.5 -2569.0 41 4015.7 3652.6 3730.5 3730.5 4015.3 121.2 73.4 Normal 5.0 <0.2 Fast VALID 23 Patchawarra 2615.5 -2578.0 42 4029.0 3272.4 3744.6 3744.6 4028.2 121.3 7.2 Normal 5.0 <0.2 Rapid VALID. Fatcnawalte Patchawarre |Patchawarre Patchawarre Patchawarre Patchawarre Patchawarré Patchawarré Patchawarre Correlation Patchawarre Correlation Patchawarre Patchawarre ee -atchawa -atchawa -atchawa -atchawa -atchawa -atchawa -atchawa Patchawa em POTD 354. 3575. 287.3 3575. cut and thread pe RUN 4: RCI-GR 825.9 804.9 819.7 267.9 831.7 72.5, 088.3 721.0 258.7 801.7 675.7 3712. 652.6 3730.! 9794 27441 ;3509;1
P Hydr. (psia) *) 3698.6 4816 3705.1 4825 3714.2 . 4837 3766.5 4905 3804.7 .. 4953.7 3846.3 5007.8 3869.9 5038.2 3905.0 . 5082.6 3937.4 5125 4011.0 5219.5 4029.5 5243.9 4092.8 . §325.4 4111.46 |. 5348.4 4148.4 5395.4 4189.6 5448.2 4207.5 5471.5 4230.2 5501.2 4290.9 5576.2 (4391.3 5699.2 4389.9 5697.5 4400.8 5712.2 recordings after tool retracted PERMEABILITY Na Excellent Excellent Excellent Excellent Excellent Excellent very good very good Excellent Excellent Excellent Excellent Excellent Excellent Very good Excellent Moderate Excellent Very good Good Excellent DEPTH (mRKB ) 2554.5 2558.5 2565.0 2602.0 2628.0 2657.0 2673.5 2697.5 2720.5 2771.0 2784.5 2828.5 2841.5 2866.5 2895.5 2907.5 2924.0 2964.5 3029.5 3029.5 3039.5 *) Final recor« 15 RECORDINGS , PRESSURE TABLE Gauge ;782;1
5. PORE PRESSURE AND FORMATION INTEGRITY Seed. Pore Pressure The pore pressure detection started at ap performed to a total depth of 3822 m. electric logs were used in this work. the following table ( ref. Fig. B-4.). Depth (m) 1500 1600 1700 1740 1800 1900 2000 2070 2100 2170 2200 2300 2400 2440 2500 2530 2600 2700 2750 2780 2800 2850 2900 3000 3050 3100 3150 3200 3300 3400 3500 3600 Les dc-exp. (xd) 29 " " 50 Sonic log (rd) 1.07 Dr. The Pr approx. 1500 m and was Drilling parameters and The results are given in Predicted (rd) 1.07 1.10 1.22 1.2 1.13 1.15 1.17 1.18 (rd) ;577;0
Depth Range 4117 - 5066 m 3965 - 4313 m 3965 - 4204 m 3975 - 4204 m No. Cores Attempted 21 a1 30 30 No. Cores Recovered 12 Ll C. SIDEWALL CORES Run No. 4 MN OF St 1833/EK sinh oe ;179;0
Interval (feet 1620 - 1740 1760 - 2500 2520 - 3040 3070 - 4450 4480 - 4570 4600 - 5540 5560 - 6280 6300 - 6940 6960 - 7180 7200 - 8220 8240 - 8400 8420 - 8620 System/Subsystem Upper Miocene Middie Miocene Middle-Lower Miocene Oligocene Eocene Lower Eocene - Paleo Paleocene Early Albian-Aptian Barremian Volgian Bathonian } Early Bathonian- Bajocian Domerian Carixian - Late Sinemurian Maastrichtian Late Campanian Early Campanian Santonian Coniacian TABLE I 8630 8672 8766 8776 8848 8670 8750 8770 882] 8864 Stage/Substage Cretaceous Cretaceous ;546;0
Nordland Group Hordaland Group Rogaland Group Balder Fm Sele Fm Montrose Group Forties Fm Lista Fm Maureen Fm eq Chalk Group Ekofisk Fm Tor Fm Hod Fm Plenus Marl F Hidra Fm Cromer Knoll Group Rédby Fm Valhali Fm Boknfjord Group Mandal Fm Haugesund Fn Vestland Group Ula Fm Bryne Fm "Iriassic Group" Zechstein Group Z5 Z4 Le Z2 Zi, Rotliegendes Group TT) The primary target was Rotliegendes sandstone in a fault bonded structure mapped at base Zechstein Group level. This was expected to be a dry gas play. The secondary target was Upper Jurassic sandstone, to establish the SE extent of the 2/1 “North oil accumulation. LD (mBRT) 106 1830 2917 2917 2939 2948 2948 3018 3093 3187 3187 3275 3648 3771 3786 2209 GENERAL WELL DATA GEOLOGICAL DATA 4332 4558 4809 5037 4293 4409 4519 4770 4998 LD (mss) 67 1791 2878 927) 3148 3236 3609 3732 3747 0 03 05'40,36"E ;856;0
Five cores were cut in this well. Cores 1 to 4 were taken in the Lower Cretaceous whereas core 5 was in the Jurrassic. Apart from core 5 which had no-recovery, all the other cores were sent to GECO for analysis. At GECO measurements of porosity (Helium), grain density, horizontal and vertical permeabilities were taken. Averages of the results for the respective cores are listed in tables 1-8. Top Zone (mRKB) Bottom Zone (mRKB) Gross Thickness (m) Net Thickness (m) Average Log Porosity (%) Average Water Sat.(%) 3227 .65-75 3228 .03-79 3229 .09-75 3230 .00-75 3231 .00-42 3233 .09-81 3234.12-81 3236 .75-85 Conventional Core Porosities and Permeabilities Core | {Lower Cretaceous ) 6.6 18.9 17.5 11.5 17.8 12.0 14.6 0.13 6.3 5.5 2.4 10.8 0.4 3.1 1.4 Permeability (Horizontal ) 3190 3685 495 106 17 100 Porosity (Helium %) ;826;0
TOOLS SL BHC-GR TES - IL LL MLL = ML FDC SNP CDM RUN ’ INTERVAL DATE 439 (GR 140 1150 1803 2840 3825 +39 41150 1803 2800 3825 1803 1803 1150 1803 3420 3590 4804 . 1296 1803 3420 3800 1205 4203) 1813 2897 3880 ,5 IID 1208 1013 2849 3879 3993 2897 2809 1814 2900 3800 3994,5 2900 1805 2898 ,3 D909 3992 24.6 3-7 20.7 11.8 23.8 27 6 «7 1947 11.8 23.8 2167 19-7 8.7 20.7 24.8 ate. 4.7 2147 24.8 (GR 140 - 439 4150 1803 2840 3825 439 4150 1803 2800 3825 1803 1803 1150 1803 3420 - = 3994,5 3590 1804 . 1296 1803 3420 3800 .- 1205 4203) 1813 2897 3880,5 PIID 1208 4613 2849 3879 3993 2897 2809 1844 2900 3800 2900 1805 2898 ,3 * 5520 3992 24.6 3-7 20.7 11.8 23.8 27.6 367 1967 114.8 23.8 2167 19-7 8.7 20.7 24.8 ate. 4.7 2147 24.8 SL BHC-GR TES - IL LL MLL - ML FDC SNP CDM LOGGING SUMMARY 1805 2898 ,3 D909 3992 1814 2900 3800 3994,5 1208 4613 2849 3879 439 1150 1803 2800 ;868;0
2/1-7 penetrated 356 m of water bearing Lower Permian Rotliegendes sandstone. The "2/1-3 Sand" was not present in the well, but 38 m of water bearing sandstone of the Ula Formation was penetrated. The well has severely downgraded the prospectivity of the Rotliegendes sandstone, and is thought to be dry due to the absence of Carboniferous source rocks. | Report Reference: 2/1~7 W. 28: D. Aga/E. Kvadsheim 8C RFI/GR 24/2/85 6 5110.5-5178.5 322 rere tinp cirri i it CEE A LETTE CCCI NO A CT TE TTT EC LLL OL LEAL ANAL ALL RUN NO LOG DATE HOLE SIZE LOGGED INTERVAL MAX. (inch) (mBRT) TEMPERATURE (°r) BHC /MSFL/GR/ SP/CAL LDL/CNL/NGI/DLL CAL/SP RERUN LDL/CNL/ NGI /DLL/CAL/SP CST/GR RFT/GR RFT/GR ISF/SLS /MSFL/ GR/SP/CAL LDL/CNL/GR DLL/GR/SP VSP/GR CBL/VDL/GR/CCL ISF/SLS/MSFL/ GR/SP/CAL CBL/VDL/GR/CCL ISF/SLS/MSFL/ GR/SP/CAL SHDT/GR 5083-5193 5083-5194.5 5083-5189 150-5185 22/2/85 22/2/85 23/2/85 24/2/85 24/2/85 LOGS RUN IN WELL 2/1-7 ;939;0
- 56 - Table B-3 ~ ao oO 34 Ba S N vin 1 Hts 15 ain ot g ols an an: g 1 oe . vO! 1 Wig 98 O12 RO Gwin oO NO om a a ae wo See nd “O44 alg o oO BOH BDIURAIMNNNADANANNNORAADADAAARCOYY3 HITE ST EEG | SSSC Or clerrin Mm oe mie OE Ol UREN cee ewe ee we ee te Oe he OO Oe he qo | adddddddddddddddddddeddddded Com ! sp ot £4 ' aq a | oO 1 t VO~ITANAANANANNONNDADOKARNNTMMMNMNAAA AHY | SoOCKOO OO oMANANANHHAnAdAndA OOO cee ere eee eee ee oe ee OOO ee BO dddiddddidddiddddddddddddddddd o ' fe | 2,2, | ya ! ae | 28, | Dent ANMNAMAMNAMEANNADOVDVDOS 3 eS | SDODODDDDOOCANNMNANNAN net coe eo eo oe eee Ow Oh eh ee oo~'! Addddddaddddddddde o ! HR | a o 1 BB ad | LP! AMMNMMNONNADOARKRES HOR!) SODDOHKHANNNMANAAa hor! ddd ddA d ddA dd ddd gs 1 6 | au | vo i BB aq | 400 605 840 1140 1350 1460 1500 1530 1640 1800 2000 2150 2550 2700 2780 2800 2820 2850 2907 2960 2985 3105 3260 3283 399090 ;876;0
6.1 Electrical Wireline Logging 6.1.1 AVAILABLE DATA The electrical wireline logging in well 1/3-6 was performed by Schlumberger. The following intermediate logs were run across the Cod Sands on 28. April 1991: DIT-D / SLS / MSFL/GR Run 2B 3153 - 2860 mRKB LDL /CNL/GR Run 2A 3155 - 2860 mRKB RFT-B /GR Run 2A 11 pressures, 1 segregated sample After the well had been stopped at 3592 mRKB, the following final logs were run on 18. - 20. May 1991: DIT-E/SLS /GR 3590 - 2860 mRKB LDL/CNL/GR 3591 - 2860 mRKB LDL / CNL / GR (high resolution) 3017 - 2902 mRKB DLL / MSFL/ GR 3100 - 2860 mRKB RFT-B /HP/GR 19 pressures, 2 segregated samples FMS /GR 3591 - 2860 mRKB The available logs across the Cod Sands are plotted in a composite log (PL. 5). 6.1.2 LOG QUALITY In general, most logs from run 2 and 3 showed good quality repeats, i.e. repeat sections overlay the main logs. However, some log quality problems and breach of Schlumberger procedures were encountered: ¢ The master calibration of LDT used for run 2A was outdated by 16 days (validity 1 month). e The master calibration of CNT used for run 2A was outdated by 18 days (validity 2 months, although changed to three months at the end of 1991). e The logging speed for LDL/CNL run 2A was 2400 ft/hr, whereas the speed listed in the header is 1800 ft/hr. e The differences in log readings between CNL run 2A and CNL run 3B are substantial. In the zone 3158 - 3100 mRKB (limestone) the average values are 24.9 and 19.7 p.u., respectively (after env. corrections). Even larger deviations were seen within the Cod Sands interval. e The LDL also showed a difference between run 2 and run 3 2.44 and 2.50 g/cc, respectively in the same interval. / MSFL/GR GR 11 pres 90 Q6 ;1722;0
TERTIARY -~Unconformi ty?-- Late Palaeocene Early Palaeocene (Dan --Unconformity-- LATE CRETACEOUS Maastrichtian Early Maastrichtian - Late Campanian Early Campanian Santonian Coniacian-Turonian Cenomanian EARLY CRETACEOUS Albian Aptian Late-Middle Barremian Early Barremian - ? Neocomian --Unconformity-- JURASSIC Callovian --Unconformity-- Middle Bajocian - Middle Toarcian --Unconformity-- METAMAROPHIC BASEMENT Biostratigraphic Summary (According to Robertson 1440 1490 2090 2320 2919 S193 3193 S077 $6/0..5 50 600 230 599 274 491 384 93.5 Thickness (m) Depth (m RKB) Research) 36384 3684 1420 1420 (Danian) ;612;0
While drilling the gas detector showed two slight increases, one within the Upper Paleocene and one within the Lower Paleocene Sand. Fluorescence was observed in the samples from the Upper Paleocene Sand. Log analysis proved a 3 meter hydro- carbon bearing sand in the Upper Paleocene between 2101.5 and 2104.5 metres (DF), and sidewall cores proved the presence of oil in this interval. Log analysis indicates good qual Paleocene, but hydrocarbons are sand within the Upper Paleocene. ISF/SONIC/SP/GR BHC SONIC/ GR FDC/CAL CNL DLL/GR/SP HDT 2745.5-1527 2745.5-2050 2746.4-1527 2746 .0-1527 ity reservoir sand in indicated only in one Paleocene and Danian - are water bearing. Formation Evaluation Run 1 1028 3-503 .8 GR to 143 Hydrocarbons in this well. interpretation: ;771;0
19.536 19,107 3055 2760 6394 6923 6 6 4750 4758 6, 67 0.67 48.07 48.07 Not measurable due | 4 q 10 - 15 10 ~ 15 136 150 Build-up Survey No, 4 0400 hrs. 27/7 - O0400hrs. 28/7 Analysis of pressure bomb at 10495! :- Gas Rate Oil Rate GOR Water Rate FTHP Gas Gravity Oil Gravity Water Salinity co, H,S F THT 2250 hrs, 25/7 - 0400hrs. 27/7 hrs, 26/7 1500 hrs. 26/7 Flowing BHP prior Flow Capacity Permeability Skin : Fiow Efficiency Final CIBHP CONFIDENTIAL. d) Flow Period No. 6. 0100 hrs. 25/7 to flow at 25 MMSCFD but due rig legs, this was modified to 19,129 2571 7440 (acid) 4748 0.67 46. 49° MMSCFD BOPD SCF/BBL BWPD psig 6805 psig 710 md ft. 6 md - 2.9 Lo: 7162 psig ;669;0
SIDEWALL CORE DESCRIPTIONS This excludes misfires. SWC Depth Recovery Description No. (mbrt) l 5066 i cm MDST: very silty, dark grey, firm to mod. hard, very calcareous, 2 5062.5 L cm MDST: slightly silty, dark grey to black, firm, angular fractures, slightly subfissile, mod. to very calcareous. ~ raAaArftnt oe ae quartzose,med. grey to pale green, occ. black quartz grains, soft to mod. hard, very fine grained, poor sorting, subangular to subrounded, mod. cemented, argillaceous cement, very slightly calcareus, no visible porosity, glauconitic. micaceous. quartzose, light grey to pale green, occ. black quartz grains, soft, fine fine grained, well sorted, subrounded to subangular, very poorly cemented, cement, no visible porosity, glauconitic. quartzose, light grey to pale green, occ. black quartz fine grained, poorly sorted, subangular to subrounded, calcite cement, no visible porosity. quartzose, light grey to pale green, soft, very Fine sorted, subangular, very well cemented, argillaceous no visible porosity, glauconitic. 5050.5 4313 4279 4250 4226.5 4204 4182.5 4164 4154 4144 4134 4124 Empty Lost ‘Lost Lost Lost Lost ‘Lost Lost Lost Lost Lost 2 cm 4080 4076 4072 4067. 4064 4062 4058 4055 4052 4050 4048 4039 Lost Lost Lost Lost Lost Lost Lost Lose Lost Lost Lost 2 cm 4117 4ii1.5 4102 4100 4096.5 4089 4085 4083 ;1333;0
 RUN NO. SHOT NO. Depth’ (mBRT) Run 5A I 5066.0 2 5062.5 11 4124.0 Run 5B 19 33 4083.0 4039.0 - ~ # Log depth 4102.5 4093.6 4065.5 4055.5 4024.0 4020.0 4010.0 3995.0 3990.0 3985.0 3980.0 3965.0 4144.1 4089.0 4085.0 4080.0 4043.0 4028.5 4025.9 4022.5 3999.9 3996.4 3974.8 Run 5C 4144.1 4089.0 4085.0 4080.0 4043.0 4028.5 4025.9 4022.5 3999.9 3996.4 3974.8 Run 5D 12 14 19 20 22 25 26 27 30 4102.5 4093.6 4065.5 4055.5 4024.0 4020.0 4010.0 3995.0 3990.0 3985.0 3980.0 3965.0 4144.1 4089.0 4085.0 4080.0 4043.0 4028.5 4025.9 4022.5 3999.9 3996.4 3974.8 Run 5B TABLE 2.1: CORE RECOVERIES ;584;0
Wht buff, qtzose, 10% matrix mat, C-vfg, pred mg, a-r, ps- md hd-hd, si w/minor sec, ca cmt, G int gran %. Tr LOS i/p. Lamina parallel continuous even in Iit-md brn ,(2-3 mm lamina). Inclined parallel lamina in wht buff. (2-4 mm lamina). Cross bedding between two SS vis. Base of zone indicated by -5 cm carb shale zZOne-. Lt brn - buff, qtzose, fevfg, 10-15%, arg matrix, r-a, mws, fri- md hd, si w/sec arg cmt. P=-F int gram %, band of M-CG. SS: 70% qtz, 30% arg mat, m-vfg, p.Se, a= ry tr interstit carb mat. Grading vis, occ carb sh lamina, more fresuank at based. Curved parallel, non~- continuous, slightly inclined. Buff, md Drn, qtzose, mcg, FwA, PeBe,s fri to md hd (upper .29 m FRI). Si cmt i/fp, G int gram %, upper .29 m LOS (abund), lower .14 m vps, C-FG w/arg matrix carb lam i/p, uneven parallel discont. Lt-md brn, 70% qtoz, 3 fg, P.Se, a~r, md hd, tr interstit carb mat. int gran @. arg cmt, matrix w/sec . - LOS. Interbedded coal/carb 30% 1 si ‘- 2 Missing ;975;0
 SWC Logged Recovery Lithology No Depth (cm) m BRT 4410.0 15 SANDSTONE: quartz, pa brown white, soft to firm, crumbly to friable, heterogeneous, grainstone, quartz, very fine, clear, translucent, subangular to subrounded, subspherical, moderately well sorted, white and brown argillaceous matrix, non calcareous, hydroturgid, locally clasts of medium grey silty micaccous mudstone. PT MISFIRE 11 a 14 4371.0 1 (rubble) SILTSTONE: medium grey, grey brown, speckled white, firm, blocky, heterogeneous, rare trace mica, sandy, calcareous. SILTSTONE: medium grey, grey brown, speckled white, firm, friable, blocky, heterogeneous, traces of mica, locally very sandy grading very fine sandstone, calcareous. hie [7350.0__[ MISFIRE [SS 7 [4345.0 MISFIRE—[___— 9 0 4330.5 MISFIRE 320.0 [2a___ [43180 MISFInE_| [25 [4316.0 MISFIRE__[~_________ 2 P3140 [MISFIRE_[____________] 28____[%3080____[MISFIRE__ [SS 29 [43040 [MISFIRE__|_______] 30 [4302.0 [MISFIRE__[—_____________] 31 3260 |__| | Run 3B aborted due to tool becoming stuck at 7302 mBRT | Tn ee] Rae 3225 MISFIRE__|_____________ [4320.0] ee oo] oO [20 [28 [29 [30 3 -18- MISFIRI MISFIRI MISFIRI MISFIRI MISFIRI MISFIR} MISFIR! MISFIR. MISFIR! MISFIRI MISFIRI MISFIR) MISFIR) MISFIRI LOST Fluorescence - Ne OF ESOT DIP YL DT bY] POP PO DP POL NY] DY} ;1299;0
The lithostratigraphic units in this report and on the composite log are those defined by the Norwegian, Danish and U.K. committees for nomenclature. Baider 2004-2075 Sele 2075-2169 Heimdal 2169-2502.5_ Lista 2502.5-2534 Maureen 2534-2608 Ekofisk 2608-2667 Tor U. i. 2667-2743 .2(T.D.) AGE (as determined b Paleoservices) | INTERVAL IN METRES ? - 2004 2004 — 2608 Hordaland Rogaland Lithostratigraphic Stratigraphy to Upper Eocene 2743.2(T.D.) FORMATION ;454;0
SHETLAND GROUP "Fm E" "Fm D" "Fin GC” "Fm B" "Fm A" ROGALAND GROUP Balder Fm Lista/Sele | Lithostratigraphic Summary 1400 1400 1500 2569 2817 2912 1819 100 1069 248 95 307 Thickness (m) Depth (mRKB) 97/5 975 1026 HORDALAND SEDIMENTS ;233;0
D.E. Elevation: Water Depth: Rig: Total Depth: Pay Zones Encountered: Completion Status: 13 June 1977 22 July 1977 25.3 M (AMSL) 117.7 M (MSL) Borgny Dolphin aioe O. <a _ P&Aasa dry (All depths in this are in metres D.F. otherwise stated.) Essential Well Data Location: 59° 16! 01° 55! Wildcat To test Sands Classification: Objective: NORTH SEA NORWAY 24/9-2 Period: Spudded: Completed: report unless 12.43"N 12.26"E ;417;0
Upper Paleocene Middle Paleocene Lower Paleocene 2145-2661 2145-c.2500 c.2500-2604 2604-2661 2661-2743 .2(T.D. Upper to Mid Eocene Lower Eocene FSR(1302) 1569-2145 INTERVAL FSR(1302) Paleontological Maastrichtian SUB-SYSTEM Cretaceous ;235;0
Stratigraphy Average Recovery Net/Gross Cored Interval Helium Porosity, arithme average Horizontal permeability, Maximum value Arithmetic average Geometric average Vertical permeability, m Maximum value Arithmetic average Geometric average 3245 .18-3245.92 3246.15-3246.82 3247 .07-3247.73 3248 .0-3248.78 3249 .0-3249.95 3250.25-3250.9 3251 .26-3251 .97 3252 .2-3252 .9 3253.37 .3253.95 3254.48-3254.9 3255.1-3255.9 3256 .26-3256.9 12 18. 14. 15. 13. 15. 16. 13. 14. 20. 13. es —I Or no Ss S| ow ~~ oO 1.42 34 17.9 7.3 1.4 1.5 2.2 2.6 1.7 6.9 19.4 {a5 W mo fF MP DH WO a ° e a a won Om PD Horizontal Permeability Air Vertical Permeability Air Interval arithmetic Cretaceous ;675;0
WELL SUMMARY 15/12-78, EXPLORATION WELL THETA NORTH STRUCTURE (All depths in m RKB) CASING Progn]| Final Casing |Shoe|/Shoe} Top |LOT Eom erral [recovery |uith./Form. a 25.5m-94,4% 2A, 2B, Contractors wireline/MWD/VSP: WESTERN-ATLAS, TELEOO, SLL Run] Interval Log combination Run} Interval 179 168 - 619m |DIFL-ACL-CDL-GR-CAL 1797) - 3026. 1m|DIFL-ACL-CD 108 - 1795m |ACBI-VDL-GR 2350 —- 3025.3m|HRDIP-GR swe in 17 1/2" sect. idue to hole problems. GROUP/FORMATION TOPS (m TVD) (PRELIMINARY !) Group/Formation Progn |Observ|TWT(s) [[croup/Formation @ COMMENTS Problem to build and drop angle in deviated well section (13 oe otc 9 5/8") Pipe stuck at 2703 m and 2720m. Came free (mecanical?,differential stuck?) Stuck with FMT-tool at 3425m. Tool left in hole. 29.9M94,45)/5ol-U. 3570. 4 5A/3010 ~ 3569.3n 3570.81 " AaB aa JIM COORDINATE 01 58'35.54"E 439 525.9 E ) 50 / 31, CM: 20" 13 3/8" nd drop angl /m and 2720m yl at 3425m. | ;931;0
